ID	Source	Egyptian-Word	CODA	MSA-Equivalent	MSA-Lemma	MSA_L_S_Type	English-Equivalent	Egyptian-POS	Egyptian-POS-LDC	MSA-POS	MSA-POS-LDC	Word-Type	Lemma	Gender	Number	Rationality	CALIMA_EGY_LEMMA	SAMA_LEMMA	CALIMA_ALMOR_POS	SAMA_POS	SAMA-Gloss
60711	B	tiqil	viqil	vaq~al	vaq~al	L	to encumber	verb	PV	verb	PV	L	_	NA	NA	NA	tiqil_1	vaq~al_1	pos:verb	pos:verb	burden;;pester
60712	B	tiqil	viqil	>asoraf	>asoraf	L	to exagerate	verb	PV	verb	PV	L	_	NA	NA	NA	tiqil_1	>asoraf_1	pos:verb	pos:verb	be excessive;;overdo;;be overdone
60713	B	tiqil	viqil	vaq~al	vaq~al	L	to wear warm clothes	verb	PV	verb	PV	L	_	NA	NA	NA	tiqil_1	vaq~al_1	pos:verb	pos:verb	burden;;pester
60714	B	tiqin	tiqin	tiqon	tiqon	L	meticulous	adj	ADJ	adj	ADJ	L	_	M	S	R	tiqin_1	UNK	pos:adj	UNK	UNK
60715	B	tiqiyl	viqiyl	vaqiyl	vaqiyl	L	heavy	adj	ADJ	adj	ADJ	L	_	M	S	I	tiqiyl_1	vaqiyl_1	pos:adj	pos:adj	heavy;;oppressive
60716	B	tiqiyl	viqiyl	samiyk	samiyk	L	thick;;heavy	adj	ADJ	adj	ADJ	L	_	M	S	I	tiqiyl_1	samiyk_1	pos:adj	pos:noun	thick
60717	B	tiqiyl	viqiyl	vaqiyl	vaqiyl	L	difficult;;burdensome	adj	ADJ	adj	ADJ	L	_	M	S	I	tiqiyl_1	vaqiyl_1	pos:adj	pos:adj	heavy;;oppressive
60718	C	tir~	tir~	tir~	tir~	L	_	interj	INTERJ	interj	INTERJ	L	_	NA	NA	NA	tir~_1	UNK	pos:interj	UNK	UNK
60719	B	tir~As	tir~As	tir~As	tir~As	L	terrace	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60720	B	tir~As	tir~As	tir~As	tir~As	L	driver of pack animals	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60721	C	tir~iy	tir~iy	tir~iy	tir~iy	L	_	noun	NOUN 	noun	NOUN 	L	_	NA	NA	NA	UNK	UNK	UNK	UNK	UNK
60722	B	TirAno$	TirAno$	$ariyHap	$ariyHap	L	slice	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	$ariyHap_1	UNK	pos:noun	slice;;slide;;slices;;slides
60723	B	TirAno$	TirAno$	majoAriy	majoAriy	L	channel	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60724	B	tiranok	tirAnok	tiranok	tiranok	L	telephone system	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60725	B	tiranotuw	tiranotuw	tiranotuw	tiranotuw	L	lop of leather	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60726	B	tiranozisotuwr	tirAnozisotuwr	tirAnozisotuwr	tirAnozisotuwr	L	transistor	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60727	B	tirAs	tirAs	$urofap	$urofap	L	terrace	noun	NOUN	noun	NOUN	L	_	M	S	I	tirAs_1	$urofap_1	pos:noun	pos:noun	balcony;;balconies
60728	B	tiras~iy~ap	tiras~iy~ap	muzaxoraf	muzaxoraf	L	ornate	adj	ADJ	adj	ADJ	L	_	F	S	I	UNK	muzaxoraf_1	UNK	pos:adj	ornamented
60729	B	tirAy	tirAy	vulAviy~	vulAviy~	L	triceps	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	M	S	I	UNK	vulAviy~_2	UNK	pos:adj	three-part;;trio;;corner (shot)
60730	C	Tiray$ap	Tiray$ap	Tariy$ap	Tariy$ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	Tiray$ap_1	UNK	pos:noun	UNK	UNK
60731	B	tiraysibos	tiraysibos	vulAviy~ap Alru&uws	vulAviy~ap Alru&uws	L	triceps	noun	NOUN	noun	NOUN	L	_	M	S	I	tiraysibos_1	UNK	pos:noun	UNK	UNK
60732	C	tirayzA	tirayzA	tirayzA	tirayzA	L	Teresa	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	R	tirayzA_1	UNK	pos:noun_prop	UNK	UNK
60733	B	TirAz	TirAz	TirAz	TirAz	L	type;;kind;;class	noun	NOUN	noun	NOUN	L	_	M	S	I	TirAz_1	TirAz_1	pos:noun	pos:noun	model;;type;;calibre;;models;;types
60734	T	TirAz	TirAz	TirAz	TirAz	L	model;;type;;calibre;;models;;types	noun	NOUN	noun	NOUN	L	_	S	S	I	TirAz_1	TirAz_1	pos:noun	pos:noun	model;;type;;calibre;;models;;types
60735	B	Tiri$	Tiri$	Tar~a$	Tar~a$	L	to become deaf	verb	PV	verb	PV	L	_	NA	NA	NA	Tiri$_1	Tar~a$_1	pos:verb	pos:verb	deafen
60736	B	tiribirinotir	tiribirinotir	TabiEap Ean buEod	TabiEap Ean buEod	L	teleprinter	noun	NOUN	noun	NOUN	L	_	M	S	I	tiribirinotir_1	UNK	pos:noun	UNK	UNK
60737	B	tiril~	tiril~	gAlibiy~	gAlibiy~	L	dolt	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
60738	C	tiril~	tiril~	$AHinap	$Ahinap	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tiril~_1	$AHinap_1	pos:noun	pos:noun	truck;;lorry;;freight car;;trucks;;lorries;;freight cars
60739	B	tiriloyawn	tiriloyawn	tiriloyawn	tiriloyawn	L	trillion	noun	NOUN	noun	NOUN	L	_	M	S	I	tiriloyawn_1	UNK	pos:noun	UNK	UNK
60740	B	Tirim	Tirim	hatum	hatum	L	to lose one's front teeth	verb	PV	verb	PV	L	_	NA	NA	NA	Tirim_1	UNK	pos:verb	UNK	UNK
60741	C	tiritawAr	tiritawAr	raSiyf	raSiyf	L	colleague;;colleagues	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	raSiyf_2	UNK	pos:noun	colleague;;colleagues
60742	B	Tiriy	Tiriy	Tiriy	Tiriy	L	to become soft	verb	PV	verb	PV	L	_	NA	NA	NA	Tiriy_1	UNK	pos:verb	UNK	UNK
60743	B	Tiriy	Tiriy	>anoEa$	>anoEa$	L	to become refreshing;;of weather	verb	PV	verb	PV	L	_	NA	NA	NA	Tiriy_1	>anoEa$_1	pos:verb	pos:verb	raise;;revive;;stimulate;;be raised;;be revived;;be stimulated
60744	B	Tiriy	Tiriy	Tiriy	Tiriy	L	to lose sharpness;;of a blade	verb	PV	verb	PV	L	_	NA	NA	NA	Tiriy_1	UNK	pos:verb	UNK	UNK
60745	C	tiriyAnawn	tiriyAnawn	tiriyAnawn	tiriyAnawn	L	Trianon	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60746	B	tiriyAq	tiriyAq	tiroyAq	tiroyAq	L	antidote	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	tiroyAq_1	UNK	pos:noun	antidote
60747	T	tiriyAq	tiriyAq	tiroyAq	tiroyAq	L	antidote	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	tiroyAq_1	UNK	pos:noun	antidote
60748	C	tiriybiyAnokuw	tiriybiyAnokuw	tiriybiyAinokuw	tiriybiyAinokuw	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60749	B	tiriykaw	tiriykaw	HiyAkap	HiyAkap	L	knitting	noun	NOUN	noun	NOUN	L	_	M	S	I	tiriykaw_1	HiyAkap_1	pos:noun	pos:noun	weaving;;sewing;;needlework
60750	C	tiriyl~A	tiriyl~A	maqoTuwrap	maqoTuwrap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	tiriyl~A_1	UNK	pos:noun	UNK	UNK
60751	B	tiriys	tiriys	vulAvap	vulAvap	L	three	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60752	B	tiriytawAr	tiriytawAr	raSiyf	raSiyf	L	sidewalk	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	raSiyf_2	UNK	pos:noun	colleague;;colleagues
60753	B	tirobAs	tirobAs	tirobAs	tirobAs	L	bolt	noun	NOUN	noun	NOUN	L	_	M	S	I	tirobAs_1	tirobAs_1	pos:noun	pos:noun	bolt;;latch;;bolts;;latches
60754	B	tirobAs	tirobAs	mizolAj	mizolAj	L	latch	noun	NOUN	noun	NOUN	L	_	M	S	I	tirobAs_1	mizolAj_1	pos:noun	pos:noun	sliding bolt
60755	T	tirobAs	tirobAs	tirobAs	tirobAs	L	bolt;;latch;;bolts;;latches	noun	NOUN	noun	NOUN	L	_	S	S	I	tirobAs_1	tirobAs_1	pos:noun	pos:noun	bolt;;latch;;bolts;;latches
60756	B	tiroEap	tiroEap	turoEap	turoEap	L	channel	noun	NOUN	noun	NOUN	L	_	F	S	I	tiroEap_1	turoEap_1	pos:noun	pos:noun	canal;;waterway;;canals;;waterways
60757	C	tiroHAb	tiroHAb	taroHAb	taroHAb	L	welcome;greeting	noun	NOUN	noun	NOUN	L	_	M	S	I	tiroHAb_1	taroHAb_1	pos:noun	pos:noun	welcome;;greeting
60758	B	tirokap	tirokap	tarikap	tarikap	L	inheritance	noun	NOUN	noun	NOUN	L	_	F	NA	NA	tirokap_1	tarikap_1	pos:noun	pos:noun	legacy
60759	C	tirokap	tirokap	tarikap	tarikap	L	legacy	noun	NOUN	noun	NOUN	L	_	F	S	I	tirokap_1	tarikap_1	pos:noun	pos:noun	legacy
60760	B	tirokuwAz	tirokuwAz	fayoruwz	fayoruwz	L	turquoise	noun	NOUN	noun	NOUN	L	_	M	S	I	tirokuwAz_1	fayoruwz_2	pos:noun	pos:noun	turquoise
60761	B	tirol~ah	tirol~ah	$Ahinap	$Ahinap	L	trailer truck	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	UNK	UNK	UNK	UNK
60762	B	tirom	tirom	muSoTalaH	muSoTalaH	L	term	noun	NOUN	noun	NOUN	L	_	M	S	I	tirom_1	muSoTalaH_1	pos:noun	pos:noun	technical term;;terminology;;technical terms
60763	B	tiromisap	tiromisap	Hab~ap turomus	Hab~ap turomus	L	a lupine seed	noun	NOUN	noun	NOUN	S	tiromis	F	S	I	tiromisap_1	UNK	pos:noun	UNK	UNK
60764	B	tiromuwmitor	tiromuwmitor	tiromuwmitr	tiromuwmitr	L	thermometer	noun	NOUN	noun	NOUN	L	_	M	S	I	tiromuwmitor_1	tiromuwmitr_1	pos:noun	pos:noun	thermometer
60765	T	tiromuwmitor	tiromuwmitor	tiromuwmitor	tiromuwmitor	L	thermometer	noun	NOUN	noun	NOUN	L	_	S	S	I	tiromuwmitor_1	tiromuwmitr_1	pos:noun	pos:noun	thermometer
60766	B	tiromuwsotAt	tiromuwsotAt	tiromuwsotAt	tiromuwsotAt	L	thermostat	noun	NOUN	noun	NOUN	L	_	M	S	I	tiromuwstAt_1	UNK	pos:noun	UNK	UNK
60767	B	tironAq	tironAq	HaZ~	HaZ~	L	fluke	noun	NOUN	noun	NOUN	L	_	M	S	I	tironAq_1	HaZ~_1	pos:noun	pos:noun	luck;;fortune;;prospects;;chances of success
60768	B	tiros	tiros	tiros	tiros	L	cog-wheels	noun	NOUN	noun	NOUN	L	_	M	S	I	tiros_1	tiros_1	pos:noun	pos:noun	gear;;gears
60769	B	tiros	tiros	kawoval	kawoval	L	stern	noun	NOUN	noun	NOUN	L	_	M	S	I	tiros_1	kawoval_1	pos:noun	pos:noun	ship stern
60770	B	tiros	tiros	tiros	tiros	L	mature kid	noun	NOUN	noun	NOUN	L	_	M	S	I	tiros_1	tiros_1	pos:noun	pos:noun	gear;;gears
60771	B	tiros	tiros	qawAd	qawAd	L	pimp	adj	ADJ	adj	ADJ	L	_	M	S	R	UNK	UNK	UNK	UNK	UNK
60772	T	tiros	tiros	tiros	tiros	L	gear;;gears	noun	NOUN	noun	NOUN	L	_	S	S	I	tiros_1	tiros_1	pos:noun	pos:noun	gear;;gears
60773	B	tirosA	tirosA	tirosA	tirosA	L	sea-turtle	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60774	B	tirosAnap	tirosAnap	tirosAnap	tirosAnap	L	dockyard	noun	NOUN	noun	NOUN	L	_	F	S	I	tirosAnap_1	tirosAnap_1	pos:noun	pos:noun	arsenal;;shipyard
60775	T	tirosAnap	tirosAnap	tirosAnap	tirosAnap	L	arsenal;;shipyard	noun	NOUN	noun	NOUN	L	_	S	S	I	tirosAnap_1	tirosAnap_1	pos:noun	pos:noun	arsenal;;shipyard
60776	T	tirosAnap	tirosAnap	tirosAnap	tirosAnap	L	Tirsaana	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	S	S	I	tirosAnap_1	tirosAnap_2	pos:noun_prop	pos:noun_prop	Tersana;;Tirsana
60777	B	tirosap	tirosap	tirosap	tirosap	L	a pasta	noun	NOUN	noun	NOUN	L	_	F	S	I	tirosap_1	UNK	pos:noun	UNK	UNK
60778	B	tirosoxAnap	tirosoxAnap	tirosAnap	tirosAnap	L	dockyard	noun	NOUN	noun	NOUN	L	_	F	S	I	UNK	tirosAnap_1	UNK	pos:noun	arsenal;;shipyard
60779	B	tirosuw	tirosuw	tirsw	tirsw	L	third class	noun	NOUN	noun	NOUN	L	_	M	S	I	tirosuw_1	tirsw_1	pos:noun	pos:noun	third class
60780	C	tirotirap	tirotirap	tirotirap	tirotir	S	_	noun	NOUN	noun	NOUN	S	tirotir	F	S	I	tirotirap_1	UNK	pos:noun	UNK	UNK
60781	B	tiruwsikol	tiruwsikol	tiruwsikol	tiruwsikol	L	tricycle cart	noun	NOUN	noun	NOUN	L	_	M	S	I	tiruwsikol_1	UNK	pos:noun	UNK	UNK
60782	C	tisaE	tisaE	tisoE	tisoE	L	nine	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	M	S	I	tisaE_1	tisoE_1	pos:noun_num	pos:noun_num	nine
60783	B	tisaEotA$ar	tisaEotA$ar	tisoEap Ea$ar	tisoEap Ea$ar	L	nineteen	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	tisaEotA$ar_1	UNK	pos:noun_num	UNK	UNK
60784	C	tisaEotA$ar	tisaEotA$ar	tisaEap Ea$ar	tisaEap Ea$ar	L	_	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	tisaEotA$ar_1	UNK	pos:noun_num	UNK	UNK
60785	C	tiSaholiyl	tiSaholiyl	Saholalap	Saholalap	L	_	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tiSaholiyl_1	UNK	pos:noun	UNK	UNK
60786	C	tisahomiyd	tisahomiyd	tisahomiyd	tisahomiyd	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	I	tisahomiyd_1	UNK	pos:noun	UNK	UNK
60787	C	tisakosiyk	tisakosiyk	tisakosiyk	tisakosiyk	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	I	tisakosiyk_1	UNK	pos:noun	UNK	UNK
60788	C	tisalobiyT	tisalobiyT	tisalobiyT	tisalobiyT	L	_	vbn	NOUN	vbn	NOUN	L	_	M	S	I	tisalobiyT_1	UNK	pos:noun	UNK	UNK
60789	C	tisaluwiyq	tisaluwiyq	lahowajap	lahowajap	L	haste;hurry	vbn	NOUN	vbn	NOUN	L	_	M	S	I	UNK	lahowajap_1	UNK	pos:noun	haste;;hurry
60790	C	tiSanofiyr	tiSanofiyr	Sanofarap	Sanofarap	L	emery	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tiSanofiyr_1	Sanofarap_1	pos:noun	pos:noun	emery
60791	B	tiSanofiyrap	tiSanofiyrap	EuSomap	EuSomap	L	immaculately enough	noun	NOUN	noun	NOUN	L	_	F	S	I	tiSanofiyrap_1	EuSomap_1	pos:noun	pos:noun	collar;;necklace;;collars;;necklaces
60792	C	tisarofiyl	tisarofiyl	sarofalap	sarofalap	L	_	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tisarofiyl_1	UNK	pos:noun	UNK	UNK
60793	C	tisoEap	tisoEap	tisoEap	tisoEap	L	_	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	F	S	I	tisoEap_1	UNK	pos:noun_num	UNK	UNK
60794	B	tisoEiyn	tisoEiyn	tisoEuwn	tisoEuwn	L	ninety	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	B	S	I	tisoEiyn_1	tisoEuwn_1	pos:noun_num	pos:noun_num	ninety;;ninetieth
60795	T	tisoEiyn	tisoEiyn	tisoEiyn	tisoEiyn	L	nineties	noun-num	NOUN_NUM	noun-num	NOUN_NUM	L	_	S	S	I	tisoEiyn_1	tisoEiyn_1	pos:noun_num	pos:noun	nineties
60796	B	tiSoHab	tiSoHab	taSoHab	taSoHab	L	to keep company with	verb	PV	verb	PV	S	SaHab	NA	NA	NA	SaHab_1	UNK	pos:verb	UNK	UNK
60797	C	tisot	tisot	AixotibAr	AixotibAr	L	testing;;experimenting;;probing	noun	NOUN	noun	NOUN	L	_	M	S	I	tisot_1	{ixotibAr_2	pos:noun	pos:noun	test;;experiment;;probe;;tests;;experiments;;probes
60798	C	tisoxomiyT	tisoxomiyT	tasowiyd	tasowiyd	L	rough draft	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tisoxmiyT_1	tasowiyd_1	pos:noun	pos:noun	rough draft
60799	C	titAnaws	tiytAnaws	tiytAnuws	tiytAnuws	L	tetanus	noun	NOUN	noun	NOUN	L	_	M	S	I	titAnaws_1	tiytAnuws_1	pos:noun	pos:noun	tetanus
60800	C	tiTaro$iyq	tiTaro$iyq	faroqaEap	faroqaEap	L	crack;;pop;;blast	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tiTaro$iyq_1	faroqaEap_1	pos:noun	pos:noun	crack;;pop;;blast
60801	T	titik	titik	titik	titik	L	trigger	noun	NOUN	noun	NOUN	L	_	S	S	I	titik_1	titik_1	pos:noun	pos:noun	trigger
60802	C	titorAkurod	titorAkuwrod	titorAkuwrod	titorAkuwrod	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	titorAkurod_1	UNK	pos:noun	UNK	UNK
60803	B	titorAkuwrod	titorAkuwrod	titorAkuwrod	titorAkuwrod	L	tetra chord	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60804	C	tiwa>wiy'	tiwa>wiy'	wa>ow>ap	wa>ow>ap	L	_	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	tiwa>owiy'_1	UNK	pos:noun	UNK	UNK
60805	C	tiwa$uwiy$	tiwa$uwiy$	wa$owa$ap	wa$owa$ap	L	whispering	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	wa$owa$ap_1	UNK	pos:noun	whispering
60806	B	TiwAlap	TiwAlap	TuwAlap	TuwAlap	L	feeding trough	noun	NOUN	noun	NOUN	L	_	F	S	I	TiwAlap_1	TuwAlap_1	pos:noun	pos:noun	stable
60807	B	TiwAlap	TiwAlap	saqAlap	saqAlap	L	stilt	noun	NOUN	noun	NOUN	L	_	F	S	I	TiwAlap_1	saqAlap_1	pos:noun	pos:noun	scaffold
60808	B	Tiwil	Tiwil	TAl	TAl	L	to become long;;be prolonged	verb	PV	verb	PV	L	_	NA	NA	NA	Tiwil_1	TAl-u_1	pos:verb	pos:verb	be long
60809	C	tiwinotawt	tiwinotawt	tiwinotawt	tiwinotawt	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tiwinotawt_1	UNK	pos:noun	UNK	UNK
60810	B	tiwiynotuwt	tiwiynotuwt	rihAn muzodawaj	rihAn muzodawaj	L	double bet	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60811	B	tixin	vixin	sam~an	sam~an	L	to thicken	verb	PV	verb	PV	L	_	NA	NA	NA	tixin_1	sam~an_1	pos:verb	pos:verb	make fat
60812	B	tixin	vixin	badun	badun	L	to thicken	verb	PV	verb	PV	L	_	NA	NA	NA	tixin_1	badun-u_1	pos:verb	pos:verb	be corpulent
60813	C	tixit	tixit	badiyn	badiyn	L	_	adj	ADJ	adj	ADJ	L	_	M	S	I	tixit_1	badiyn_1	pos:adj	pos:noun	corpulent;;obese
60814	B	tixiyn	vixiyn	badiyn	badiyn	L	thick	adj	ADJ	adj	ADJ	L	_	M	S	I	tixiyn_1	badiyn_1	pos:adj	pos:noun	corpulent;;obese
60815	C	tiy~ap	tiy~ap	tiy~ap	tiy~ap	L	Tiyah	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	I	tiy~ap_1	UNK	pos:noun_prop	UNK	UNK
60816	T	Tiy$	Tiy$	Tayo$	Tayo$	L	inconstancy;;recklessness	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	Tayo$_1	UNK	pos:noun	inconstancy;;recklessness
60817	T	Tiy$	Tiy$	Tayo$	Tayo$	L	inconstancy;;recklessness	vbn	NOUN	vbn	NOUN	L	_	NA	NA	NA	UNK	Tayo$_1	UNK	pos:noun	inconstancy;;recklessness
60818	B	Tiy$ap	Tiy$ap	fuDuwliy~	fuDuwliy~	L	curious	adj	ADJ	adj	ADJ	L	_	F	S	R	UNK	fuDuwliy~_1	UNK	pos:adj	curious;;indiscreet
60819	C	Tiy$ap	Tiy$ap	Tiy$ap	Tiy$ap	L	_	noun	NOUN	noun	NOUN	L	_	F	S	I	Tiy$ap_1	UNK	pos:noun	UNK	UNK
60820	C	tiy$iyrot	tiy$iyrot	qamiyS	qamiyS	L	shirt;;shirts	noun	NOUN	noun	NOUN	L	_	M	S	I	tiy$iyrt_1	qamiyS_1	pos:noun	pos:noun	shirt;;shirts
60821	B	TiyAb	TiyAb	riyH $amAliy~	riyH $amAliy~	L	north wind	noun	NOUN	noun	NOUN	L	_	M	S	I	TiyAb_1	UNK	pos:noun	UNK	UNK
60822	C	TiyAb	TiyAb	nuDuwj	nuDuwj	L	ripeness;;maturity	vbn	NOUN	vbn	NOUN	L	_	M	S	NA	TiyAb_1	nuDuwj_1	pos:noun	pos:noun	ripeness;;maturity
60823	C	TiyAbap	TiyAbap	naDoj	naDoj	L	ripeness;maturity	noun	NOUN	noun	NOUN	L	_	M	S	I	TiyAbap_1	naDoj_1	pos:noun	pos:noun	ripeness;;maturity
60824	T	tiyAr	tiyAr	tay~Ar	tay~Ar	L	current;;stream;;currents;;streams	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	tay~Ar_1	UNK	pos:noun	current;;stream;;currents;;streams
60825	B	tiyAtoruw	tiyAtoruw	masoraH	masoraH	L	theatre	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyAtoruw_1	masoraH_1	pos:noun	pos:noun	theater;;stage;;theaters
60826	T	tiyAtoruw	tiyAtoruw	tiyAtoruw	tiyAtoruw	L	theater;;theaters	noun	NOUN	noun	NOUN	L	_	S	S	I	tiyAtoruw_1	tiyAtruw_1	pos:noun	pos:noun	theater;;theaters
60827	B	tiyb	tiyb	nuwE;;xAS	nuwE;;xAS	L	distinct type	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyb_1	UNK	pos:noun	UNK	UNK
60828	B	Tiyb	Tiyb	Tiyb	Tiyb	L	perfume cent	noun	NOUN	noun	NOUN	L	_	M	S	I	Tiyb_1	Tiyb_1	pos:noun	pos:noun	noble;;good
60829	B	Tiybap	Tiybap	Tiybap	Tiybap	L	kindness;;god heartedness	vbn	NOUN	vbn	NOUN	L	_	F	NA	NA	Tiybap_1	Tiybap_1	pos:noun	pos:noun	good nature;;goodness
60830	B	Tiybap	Tiybap	Tiybap	Tiybap	L	Thebes	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	I	Tiybap_1	Tiybap_2	pos:noun_prop	pos:noun_prop	Thebes
60831	T	Tiybap	Tiybap	Tiybap	Tiybap	L	good nature;;goodness	noun	NOUN	noun	NOUN	L	_	S	S	I	Tiybap_1	Tiybap_1	pos:noun	pos:noun	good nature;;goodness
60832	T	Tiybap	Tiybap	Tiybap	Tiybap	L	God Nature;;Godness;;Thebes;;Tiba	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	S	S	I	Tiybap_1	Tiybap_2	pos:noun_prop	pos:noun_prop	Thebes
60833	T	Tiybap	Tiybap	Tiybap	Tiybap	L	good nature;;goodness	noun	NOUN	noun	NOUN	L	_	S	S	I	Tiybap_1	Tiybap_1	pos:noun	pos:noun	good nature;;goodness
60834	T	Tiyf	Tiyf	Tayof	Tayof	L	spectrum (light)	noun	NOUN	noun	NOUN	L	_	S	S	I	UNK	Tayof_2	UNK	pos:noun	apparition;;apparitions
60835	C	tiyfAl	tiyfAl	tiyfAl	tiyfAl	L	_	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyfAl_1	UNK	pos:noun	UNK	UNK
60836	B	tiyh	tiyh	tiyh	tiyh	L	pride	vbn	NOUN	vbn	NOUN	L	_	M	NA	NA	UNK	tiyh_1	UNK	pos:noun	desert;;labyrinth
60837	B	tiyj	tiyj	silok	silok	L	cable	noun	NOUN	noun	NOUN	L	_	M	S	I	tiyj_1	silok_2	pos:noun	pos:noun	corps;;cadre;;cadres
60838	B	tiykiyt	tiykiyt	EalAmap	EalAmap	L	tag;;label	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	EalAmap_1	UNK	pos:noun	mark;;sign;;point;;marks;;signs;;points
60839	B	tiyl	tiyl	tiyl	tiyl	L	hemp	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60840	B	tiylap	tiylap	tiylap	tiylap	L	staple cotton	noun	NOUN	noun	NOUN	L	_	F	S	I	tiylap_1	UNK	pos:noun	UNK	UNK
60841	B	TiylosAn	TiylosAn	TaylosAn;;qalanosowap	TaylosAn;;qalanosowap	L	miter	noun	NOUN	noun	NOUN	L	_	M	S	I	UNK	UNK	UNK	UNK	UNK
60842	T	tiym	tiym	fariyq	fariyq	L	team;;band;;group;;faction;;party;;factions;;parties;;groups	noun	NOUN	noun	NOUN	L	_	Coll-N	?	R	tiym_1	fariyq_2	pos:noun	pos:noun	lieutenant general;;lieutenant generals
60843	T	tiym	tiym	tim	tim	L	Tim	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	S	S	R	UNK	UNK	UNK	UNK	UNK
60844	B	tiyn	tiyn	tiyn	tiyn	L	fig	noun	NOUN	noun	NOUN	L	_	M	MASS_NOUN	I	UNK	tiyn_1	UNK	pos:noun	fig
60845	B	Tiyn	Tiyn	Tiyn	Tiyn	L	mud	noun	NOUN	noun	NOUN	L	_	M	S	I	Tiyn_1	Tiyn_1	pos:noun	pos:noun	clay
60846	B	Tiyn	Tiyn	SaloSAl	SaloSAl	L	clay	noun	NOUN	noun	NOUN	L	_	M	S	I	Tiyn_1	SaloSAl_1	pos:noun	pos:noun	dry clay
60847	T	Tiyn	Tiyn	Tiyn	Tiyn	L	clay	noun	NOUN	noun	NOUN	L	_	S	S	I	Tiyn_1	Tiyn_1	pos:noun	pos:noun	clay
60848	C	tiynA	tiynA	tiynA	tiynA	L	Tina	noun+prop	NOUN_PROP	noun+prop	NOUN_PROP	L	_	F	S	R	tiynA_1	UNK	pos:noun_prop	UNK	UNK
60849	B	tiynap	tiynap	tiynap	tiynap	L	a fig	noun	NOUN	noun	NOUN	S	tiyn	F	S	I	tiynap_1	UNK	pos:noun	UNK	UNK
